TBJ_JFET  -THD
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.600
Resolución de ploteo = 400.0 puntos por período

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.004963	-0.020493	 70.607941	 1.572013
 0.004975	-0.013748	 91.741989	 1.574595
 0.004988	-0.006898	 119.623116	 1.577265
 0.005000	 0.000005	 156.228622	 1.580002
 0.005013	 0.006908	 203.966736	 1.582787
 0.005025	 0.013758	 265.681091	 1.585598
 0.005038	 0.020502	 344.600220	 1.588411
 0.005050	 0.027091	 444.205719	 1.591203
 0.005063	 0.033472	 567.992493	 1.593949
 0.005075	 0.039597	 719.102966	 1.596623
 0.005088	 0.045421	 899.829346	 1.599200
 0.005100	 0.050898	 1111.010132	 1.601654
 0.005113	 0.055986	 1351.377075	 1.603962
 0.005125	 0.060649	 1616.951294	 1.606099
 0.005138	 0.064849	 1900.621948	 1.608042
 0.005150	 0.068557	 2192.042236	 1.609773
 0.005163	 0.071743	 2477.973389	 1.611271
 0.005175	 0.074386	 2743.130615	 1.612521
 0.005188	 0.076464	 2971.511475	 1.613509
 0.005200	 0.077964	 3148.047607	 1.614225
 0.005213	 0.078876	 3260.356689	 1.614661
 0.005225	 0.079192	 3300.296387	 1.614813
 0.005238	 0.078913	 3265.017822	 1.614679
 0.005250	 0.078041	 3157.337402	 1.614262
 0.005263	 0.076585	 2985.340088	 1.613567
 0.005275	 0.074557	 2761.302734	 1.612602
 0.005288	 0.071975	 2500.142578	 1.611380
 0.005300	 0.068859	 2217.687988	 1.609914
 0.005313	 0.065235	 1929.049072	 1.608222
 0.005325	 0.061132	 1647.326172	 1.606322
 0.005338	 0.056584	 1382.789551	 1.604234
 0.005350	 0.051625	 1142.548828	 1.601983
 0.005363	 0.046296	 930.653687	 1.599590
 0.005375	 0.040638	 748.502258	 1.597081
 0.005388	 0.034696	 595.423035	 1.594480
 0.005400	 0.028517	 469.303436	 1.591813
 0.005413	 0.022148	 367.173279	 1.589105
 0.005425	 0.015640	 285.686676	 1.586378
 0.005438	 0.009042	 221.480057	 1.583658
 0.005450	 0.002405	 171.408981	 1.580965
 0.005463	-0.004220	 132.682373	 1.578321
 0.005475	-0.010782	 102.917984	 1.575745
 0.005488	-0.017232	 80.143951	 1.573256
 0.005500	-0.023520	 62.767532	 1.570869
 0.005513	-0.029599	 49.527245	 1.568599
 0.005525	-0.035424	 39.439552	 1.566458
 0.005538	-0.040951	 31.747152	 1.564458
 0.005550	-0.046141	 25.872663	 1.562608
 0.005563	-0.050954	 21.379234	 1.560917
 0.005575	-0.055357	 17.938303	 1.559389
 0.005588	-0.059317	 15.303969	 1.558032
 0.005600	-0.062808	 13.293015	 1.556849
 0.005613	-0.065804	 11.769673	 1.555843
 0.005625	-0.068288	 10.634138	 1.555017
 0.005638	-0.070241	 9.814071	 1.554370
 0.005650	-0.071654	 9.258425	 1.553906
 0.005663	-0.072518	 8.933072	 1.553622
 0.005675	-0.072831	 8.817863	 1.553520
 0.005688	-0.072595	 8.904843	 1.553597
 0.005700	-0.071814	 9.197459	 1.553853
 0.005713	-0.070498	 9.710647	 1.554286
 0.005725	-0.068663	 10.471786	 1.554892
